Company_Name,Long_Term_Beta,Daily_One_Month_Range,Daily_Three_Month_Range,Weekly_One_Year_Range,Weekly_Two_Year_Range,two_Week_Two_Year_Range,Monthly_Two_Year_Range,1_month_return,12_month_return
SUNCLAY,0.0,1.7,0.758,0.0,0.0,0.0,0.0,1.3685961206301944,-2.5875742792677636
MHRIL,0.959,1.72,1.05,1.03,0.982,0.706,0.143,1.3701921748660908,47.85866157880647
MUKANDLTD,0.676,2.43,1.38,0.611,1.14,1.09,0.986,1.3727883366615927,19.61843138762709
BANSWRAS,0.24,2.55,-0.23,-0.0432,3.17,2.27,-3.64,1.3757000900633445,15.83083303162201
STCINDIA,1.52,4.86,2.73,0.874,1.78,1.98,1.09,1.3802623079672365,101.3708019764682
TIINDIA,0.979,1.04,1.33,0.982,0.929,1.09,1.25,1.3974254148907492,39.28229730359209
INNOVATIVE,0.0,3.3,1.28,0.535,1.17,1.2,1.35,1.3986000461364954,178.8461640741702
EMSLIMITED,0.0,3.36,1.63,0.0,0.0,0.0,0.0,1.4285700107977644,56.00214484390842
SANGINITA,0.327,0.619,0.102,0.145,0.624,0.843,0.783,1.434427815334567,26.59847041365564
VPRPL,0.0,3.68,1.73,0.0,0.0,0.0,0.0,1.4488434915205712,15.339743700513006
SPAL,0.557,2.09,1.21,0.6,0.632,0.407,0.636,1.4554979962536758,76.84410928863926
UNIONBANK,1.4,2.37,1.28,1.25,1.55,1.45,1.77,1.456620101749745,146.05339325497212
NATCOPHARM,0.59,1.28,0.87,0.553,0.718,0.83,1.26,1.4702154515918573,74.47501372649225
MUTHOOTMF,0.0,2.53,0.912,0.0,0.0,0.0,0.0,1.5019577684276453,-12.399023391612372
UNIVASTU,0.0,0.521,0.145,-0.393,0.506,0.383,0.638,1.5102414948850411,65.1843170713981
ROUTE,0.0,0.152,0.19,0.343,0.994,1.12,1.37,1.5106691469523144,22.110560427555804
GMMPFAUDLR,0.846,1.25,0.899,0.411,0.561,0.846,0.339,1.5200774011909055,-7.23380310045475
GOYALALUM,0.0,2.25,0.861,0.628,0.0,0.0,0.0,1.5306083225598954,-71.87279205861445
TIDEWATER,1.76,2.83,1.44,1.47,1.14,1.14,1.49,1.5362275132933898,88.24558517481937
MANAKALUCO,1.68,1.02,0.997,1.05,0.663,0.641,0.138,1.5625026904875092,37.97169314792226
STARHEALTH,0.0,0.499,0.108,0.468,0.708,1.12,2.73,1.5948774908205283,1.8426542194859772
NHPC,0.458,3.68,2.47,1.11,0.723,0.553,1.43,1.6224987014761827,139.14531408396547
GULFOILLUB,0.575,3.14,0.746,-0.327,0.558,0.695,1.09,1.6470880217499362,176.50236906144983
SHANKARA,0.956,1.85,1.02,0.442,1.14,0.66,0.685,1.658699379816256,12.38539428236694
POLYPLEX,0.919,1.15,0.783,0.788,1.29,1.47,1.4,1.6592844431211815,-26.791392363794376
MOLDTKPAC,0.799,0.821,0.353,0.291,0.83,0.84,0.416,1.667353536199227,-7.3614169309846975
FMGOETZE,0.314,2.13,1.11,0.501,0.254,0.226,0.172,1.7017052226212197,15.755205720456214
MANAKSTEEL,1.07,2.33,2.04,1.06,1.17,0.763,0.251,1.710039443686106,87.65432124606325
WALCHANNAG,1.16,3.48,1.26,0.879,0.935,1.21,1.08,1.7264601361056613,275.2688225648333
RSWM,1.15,2.53,1.71,0.327,1.18,1.33,2.26,1.7268381410627494,16.65166577637985
GILLETTE,0.347,1.11,0.261,0.727,0.644,0.47,0.426,1.73132451512427,57.464270541775306
ALEMBICLTD,0.895,4.32,1.42,1.16,1.33,1.64,1.04,1.7377583769469018,59.40594208987251
AVG,0.0,4.84,0.119,0.306,-0.365,-0.0286,0.09,1.7537715743917972,245.13168755165475
INFIBEAM,1.33,2.76,2.52,1.67,1.75,1.57,1.44,1.7543901194705551,167.1837499292017
INDOCO,0.769,1.79,1.63,1.46,1.27,0.991,1.06,1.7605175085116649,7.4462741437117135
VSCL,0.0,2.46,0.71,1.35,0.0,0.0,0.0,1.7621212988613155,20.31250848538368
WELSPUNLIV,1.1,3.24,1.99,-0.0352,1.19,0.709,0.565,1.772814769625853,118.54434647891536
GENUSPOWER,1.16,2.88,1.51,0.344,0.911,0.72,1.6,1.7741910872920867,197.4692175216608
SHIVATEX,1.31,2.42,2.22,0.581,1.18,1.07,0.869,1.7906818215009015,34.73641860190455
GODREJIND,1.1,1.4,0.888,1.15,0.952,0.972,0.998,1.7937469482421875,96.39454662315433
JINDALPOLY,0.876,2.64,0.786,0.643,1.22,1.47,1.3,1.7940932525521165,-3.849824336283092
GALAXYSURF,0.724,1.07,0.44,0.422,0.573,0.416,0.55,1.8048382331546713,6.152320924190447
DIL,0.0,3.29,1.93,1.63,1.25,1.64,1.02,1.807224278111647,-51.16984492338092
NFL,1.58,4.16,2.12,1.72,1.91,1.28,1.25,1.80752174079305,44.335881934941966
CASTROLIND,0.826,2.95,2.25,0.744,0.678,0.851,1.42,1.8087417703352444,102.17727494079132
SRGHFL,0.0,2.4,0.561,0.0,0.0,0.0,0.0,1.814443069586703,9.143768692551593
MAHLOG,1.25,1.36,1.21,0.974,0.971,1.05,0.347,1.8156395908172491,13.728545750141658
PGEL,1.34,1.43,0.526,0.275,0.795,0.421,-0.238,1.8417726365286984,31.349583442274465
ZUARI,1.42,5.1,2.35,1.93,1.3,0.881,1.3,1.849502803952208,56.7862751831025
GANGESSECU,1.26,2.96,1.59,0.368,1.12,1.17,0.936,1.8772010594624335,25.18019815454447
PAKKA,0.0,3.1,1.35,0.0,0.0,0.0,0.0,1.8801976361012895,144.82206031596004
ASTRAMICRO,1.76,4.95,1.62,1.34,1.59,1.9,2.84,1.8820800631195684,157.71360273687674
SAPPHIRE,0.0,-0.064,0.299,0.875,1.07,0.994,0.564,1.8833867796869397,27.193899283211582
CLSEL,0.0,0.996,0.485,0.328,0.665,0.388,0.466,1.8838291122368649,28.73335099184725
KIRLOSENG,1.25,2.21,0.508,0.303,1.2,1.39,1.44,1.8892573067836975,133.62848117960047
BHARTIARTL,0.691,0.68,0.543,0.547,0.716,0.579,0.571,1.8906643104071803,56.7189463545236
DLINKINDIA,1.48,2.62,1.14,1.08,1.84,2.33,2.82,1.8966997810383148,20.605335652073915
SASKEN,1.21,3.42,1.87,2.08,1.55,1.64,0.849,1.9023137321692856,102.84305076500544
RAMCOCEM,1.12,0.987,1.06,0.846,0.968,1.12,0.599,1.911871841877008,10.572233876830074
IRFC,0.217,3.45,2.54,1.06,1.27,1.68,1.08,1.930370901652925,450.1879764355171
MRO-TEK,0.0057,7.02,2.98,0.439,0.638,0.156,0.091,1.9320411582691144,28.355707984148783
MUNJALAU,1.4,1.9,1.44,1.2,1.4,1.67,2.03,1.9411782657398895,110.82726214804777
WESTLIFE,0.731,2.25,0.709,1.18,0.729,0.801,0.295,1.949195141104268,13.069612527108596
GESHIP,0.754,2.12,0.879,0.859,0.882,0.967,1.82,1.9637658009916747,69.44198547333359
MUFTI,0.0,1.93,1.05,0.0,0.0,0.0,0.0,1.9894217514630337,-35.13773475905093
BCONCEPTS,0.0,-0.13,0.73,1.35,1.34,0.644,1.18,1.9916484889589905,252.96066037088036
POKARNA,2.16,0.762,1.19,0.257,1.24,1.48,2.14,1.994635451575067,74.44973482956783
BAGFILMS,1.14,3.71,1.77,1.13,1.06,1.54,2.21,1.9999980926513672,124.1758105864552
NAHARPOLY,1.02,1.04,1.11,0.663,1.48,1.17,0.392,2.011060896302371,-15.334863732929607
HINDWAREAP,1.72,4.39,1.49,0.852,1.1,1.48,0.769,2.027115843386863,14.88752252091962
ELECTHERM,1.55,1.35,0.409,1.16,1.23,1.76,2.46,2.0409955686832117,895.7322380033995
RAMCOIND,1.05,1.91,1.34,-0.345,0.882,1.18,0.831,2.0440960085544546,69.6449019271752
BLKASHYAP,1.61,4.17,1.43,0.056,1.02,1.2,0.757,2.049465651225707,121.47239364307585
LALPATHLAB,1.04,1.19,0.715,0.894,0.812,1.18,0.853,2.0802166831918223,24.476412756457155
CANBK,1.76,2.29,1.36,0.83,1.85,1.64,2.03,2.083158359810267,124.9303270623876
TRENT,1.15,1.31,0.796,0.158,1.16,1.15,1.79,2.0844702595934184,188.56842709459343
SALONA,1.33,3.07,1.0,0.524,1.21,0.911,1.02,2.088986944841386,33.208490236502335
BANARISUG,1.05,2.63,0.904,0.895,0.921,1.1,0.933,2.115951064715065,-2.993230789820086
DBOL,0.0,1.91,1.19,0.444,0.0,0.0,0.0,2.116404374278365,-10.083190613300747
CHENNPETRO,0.189,3.08,1.26,2.06,0.99,-0.685,0.196,2.120740830491294,303.5146346639912
BALRAMCHIN,0.701,1.56,0.845,-0.0154,0.776,0.692,0.074,2.1271025113371045,-4.293309831255936
CINELINE,1.44,0.685,1.03,1.27,1.07,0.976,0.853,2.151391990631225,27.816543417338824
LAL,0.0,1.67,1.41,0.0,0.0,0.0,0.0,2.160853371350131,260.18035910427045
APCOTEXIND,0.492,3.4,1.51,0.471,0.568,-0.055,0.244,2.204659766882531,-8.684837518186225
JYOTHYLAB,0.654,2.24,0.223,0.34,0.531,0.916,1.3,2.208167016334819,129.72871570093992
NLCINDIA,0.783,3.21,2.0,2.19,1.89,1.65,2.12,2.209456443911949,204.0577230146982
SUNPHARMA,0.708,1.32,0.483,0.665,0.594,0.653,0.729,2.210649848020828,62.853657441187
BLISSGVS,1.11,4.11,2.03,0.98,0.787,0.667,1.49,2.222220918052217,61.2946675832229
ASIANPAINT,1.19,0.772,0.78,0.762,0.849,1.13,1.56,2.2355003195018717,3.53280176387625
BLUEDART,0.745,1.07,0.313,1.07,0.771,0.977,0.641,2.2363262265737474,0.0440038042828493
STERTOOLS,0.566,2.75,1.14,0.224,1.33,0.707,-0.734,2.261417290025079,-16.801667456149787
JCHAC,0.742,1.83,0.995,0.355,0.394,0.547,0.675,2.2653310514214047,7.324035774232995
KILITCH,0.708,1.5,0.939,0.0146,0.761,0.535,-0.514,2.272110797708169,136.46030052276862
DONEAR,0.922,3.19,1.17,0.836,1.17,0.969,-0.09,2.284879444808544,18.53520782900528
AMBUJACEM,0.996,1.7,0.945,1.64,1.06,0.769,1.27,2.2997940274941935,66.03631794264517
SELAN,1.02,2.43,1.18,0.594,0.558,0.547,0.623,2.341035230381838,94.69709447790238
LYKALABS,0.908,2.07,0.794,-0.362,0.579,0.528,1.43,2.344079634402215,10.333931979129613
VENKEYS,1.26,2.37,1.14,0.569,0.941,0.867,0.453,2.3452104079315164,20.23117077585537
SBICARD,1.04,0.857,0.303,0.41,1.25,1.39,0.707,2.36659445602615,-0.9598721274064465
UGARSUGAR,1.04,2.79,1.07,0.423,1.37,1.12,0.732,2.3702734167662904,-18.219033754722687
HINDOILEXP,1.51,2.6,2.02,1.15,1.26,1.12,1.18,2.376456548917545,42.51879928703595
GNA,1.28,2.06,1.18,0.993,0.83,0.809,0.242,2.3786378138273663,4.251107619868044
MANINFRA,1.7,3.74,1.76,0.24,1.16,1.39,1.73,2.3843586422340732,195.62530372831827
REPRO,1.13,4.22,1.97,0.123,0.642,1.05,1.63,2.389180763383308,119.2622880049138
ELECON,1.56,2.78,1.74,0.541,0.908,0.483,1.3,2.3988985942889323,154.01160586690668
AMNPLST,0.0,2.84,1.27,0.0,0.0,0.0,0.0,2.405096391241181,10.437498092651367
MANUGRAPH,0.462,1.98,2.98,0.426,0.914,0.941,1.14,2.406998809096609,43.119260382713286
SUNDARMFIN,0.883,1.33,0.522,0.399,0.906,1.03,1.15,2.4185210457857793,84.23201908714589
DYCL,0.0,3.83,1.49,1.18,0.0,0.0,0.0,2.42676641751397,142.65389866941055
ADANIENSOL,1.62,3.37,1.39,2.22,1.37,0.705,2.73,2.4292253399845665,34.005632752028355
ANDHRSUGAR,0.691,2.85,1.43,0.729,1.33,1.25,0.839,2.4321781450037423,-4.073588667298183
PTC,1.17,2.37,1.22,1.17,1.17,1.21,0.794,2.4539814126736252,132.4227990145924
LGBFORGE,2.2,2.43,1.29,1.65,1.71,1.55,0.201,2.4630542797616397,18.85713849748884
RECLTD,1.07,2.89,2.52,0.73,1.14,1.31,0.775,2.465026476261872,325.91940863930677
VETO,2.03,2.47,1.44,-0.429,0.779,1.17,1.95,2.478078651353349,57.74647735977092
BOSCHLTD,0.932,1.03,0.803,0.708,0.952,0.866,0.648,2.479205565332696,64.43474269451033
YASHO,0.0,3.03,0.77,0.0,0.0,0.0,0.0,2.4857865986884993,1.1330049328207883
LAMBODHARA,0.763,2.4,0.755,1.72,1.48,1.09,-0.369,2.486943592986036,-2.9651198276253634
RCF,1.58,3.6,1.97,1.62,2.04,1.5,1.85,2.49648602527744,50.87316328179432
RATNAVEER,0.0,2.99,1.11,0.0,0.0,0.0,0.0,2.5019582012977843,1.3529183745066995
INFOBEAN,0.566,0.238,0.257,0.524,1.36,1.47,1.04,2.5240947187559852,-20.855772304501187
SUMICHEM,0.849,1.57,0.762,0.614,0.476,0.325,0.431,2.5353995674941,-9.4336946290151
AJOONI,0.0,1.53,0.907,2.28,1.81,1.88,1.31,2.5423744566582105,23.469389244597508
INDIANHUME,1.18,3.56,1.83,0.993,1.35,1.61,2.25,2.548458703506838,107.17913332287311
PILITA,1.42,2.25,0.807,-0.189,0.824,0.716,1.01,2.6022333563798723,102.94117358316608
KSB,0.664,0.823,1.22,-0.467,0.448,0.303,-0.0195,2.6030797311208436,76.48054448820066
KECL,2.53,2.96,1.02,0.952,1.7,2.04,4.18,2.6046140832630824,61.60054336477137
UTKARSHBNK,0.0,2.31,1.16,0.0,0.0,0.0,0.0,2.60869270361564,10.624996821085611
BAFNAPH,0.0,0.899,0.219,0.436,0.418,0.681,0.707,2.608695652173913,-1.6666666666666667
ASALCBR,0.861,2.54,1.04,0.64,0.768,0.819,0.342,2.625477912343147,46.66849432530517
DCMNVL,1.91,3.63,1.79,0.709,1.68,1.41,0.99,2.627260738386533,38.2306477093207
GIPCL,0.971,3.69,2.25,1.89,1.14,1.12,1.13,2.632293738583104,141.4838630922379
JSL,1.46,2.15,1.64,0.956,1.19,1.11,1.5,2.6434898880160453,145.99320449961294
M&MFIN,1.34,2.44,1.54,1.07,1.26,1.28,1.05,2.6478722593733988,27.00601208441758
SIKKO,0.0,2.41,1.25,0.504,-0.542,-0.444,0.455,2.6762442462063434,-8.065460291923545
HPL,1.8,3.49,1.76,1.16,1.69,2.03,2.93,2.681413855729936,285.9908680147812
GTPL,1.37,3.28,1.55,0.98,1.31,1.16,0.763,2.6972722801963775,65.31177547181727
INTENTECH,1.79,2.79,1.66,0.601,1.35,1.13,0.507,2.7027076934213135,98.90625476837158
JAGSNPHARM,1.58,0.94,1.06,0.444,0.932,0.718,0.231,2.7040435967126957,-8.208068549336573
RBZJEWEL,0.0,3.17,2.45,0.0,0.0,0.0,0.0,2.7177327493209886,58.38095528738839
NAVKARCORP,1.12,4.74,1.63,1.43,2.04,1.39,2.78,2.7203999478510705,82.54252414256054
TMB,0.0,1.59,0.914,0.121,0.0,0.0,0.0,2.726523895270604,24.780363000359856
JWL,1.26,3.67,1.78,0.819,1.16,0.534,0.424,2.736287139065598,295.1790780765005
CAMS,0.0,2.16,0.656,0.914,0.731,0.439,0.862,2.74263325442821,48.033558331933094
INDBANK,1.65,5.22,2.97,1.48,1.3,0.683,1.8,2.743899295095129,104.2424211598406
TALBROAUTO,1.01,3.62,1.08,-0.664,0.93,1.39,0.899,2.75351323058193,204.09124882647788
GREENPOWER,1.09,2.6,1.57,0.794,1.17,1.22,0.689,2.7649698296131247,167.61026061714864
DHARMAJ,0.0,2.57,0.947,0.0004,0.0,0.0,0.0,2.775425021931276,50.51195298683114
SHOPERSTOP,1.11,0.807,0.633,0.851,0.702,0.839,1.16,2.775897088693297,19.414730829765105
ADANIPORTS,1.72,2.56,1.52,2.0,1.78,1.53,2.33,2.7833818008613056,117.47898212518066
JAYNECOIND,1.28,1.53,0.925,1.18,0.849,0.853,1.17,2.7881041287575212,154.2528700554508
EIFFL,0.0,0.527,-0.103,-0.03,-0.158,0.018,0.277,2.8137748729272256,-4.50480609898232
HARSHA,0.0,1.7,0.469,0.412,0.0,0.0,0.0,2.8436004165737017,3.0713403188134576
MAHAPEXLTD,1.21,3.75,1.83,0.999,1.15,1.04,1.41,2.852795806055853,49.39226182126208
YESBANK,0.962,3.63,2.14,0.749,1.37,1.23,1.92,2.8571459711814415,65.24590664222593
METROPOLIS,1.38,1.14,1.07,1.26,1.02,1.35,1.0,2.8767668446846466,37.30266061907649
UJJIVAN,1.15,2.36,0.625,0.605,1.01,1.38,1.7,2.881413905147268,112.67706993306858
PANSARI,0.0,3.33,1.57,0.364,0.486,0.516,1.13,2.9081617082868303,24.42935802200918
SHEMAROO,1.02,2.15,0.884,-0.06,0.531,0.287,1.03,2.908494737413194,34.918595600369294
NSLNISP,0.0,4.05,2.98,1.91,0.0,0.0,0.0,2.9118137178548276,101.7944510404758
EXCELINDUS,-0.547,2.76,1.06,0.988,1.28,1.39,1.02,2.9210106423477904,-6.50734890545878
KAKATCEM,1.14,3.49,2.14,0.613,1.07,1.02,1.11,2.9324833088131284,16.61086840785318
ACEINTEG,0.0,0.186,0.359,2.95,0.0,0.0,0.0,2.97030579089415,-7.0242653711831835
VRLLOG,0.502,0.491,0.051,1.17,0.842,0.216,-0.29,2.9860138759970423,-10.771559668253724
MOREPENLAB,0.83,4.57,2.39,0.697,0.611,1.09,1.28,3.004295218285007,79.10448271066703
MANAPPURAM,1.34,2.23,1.56,1.16,1.21,1.37,1.7,3.0058994916767525,57.040652154680394
AXITA,0.0,1.5,0.69,0.183,0.0,0.0,0.0,3.0237614448129055,-50.58275057353839
HIMATSEIDE,1.51,4.54,1.74,1.25,1.79,1.82,1.82,3.0539793739756806,89.7972686666692
BALMLAWRIE,1.03,4.51,1.83,1.38,1.05,1.35,1.29,3.0565076573778596,137.83372698249946
MENONBE,0.848,2.08,0.956,1.24,1.43,1.28,0.179,3.0579812767752204,24.93981887956701
ESAFSFB,0.0,1.47,0.555,0.0,0.0,0.0,0.0,3.0744361639724804,-7.748011661647804
TEJASNET,1.57,3.2,1.61,0.835,1.17,1.12,0.434,3.0824004544088157,23.154683081911003
PGHH,0.232,0.232,0.444,0.423,0.519,0.592,0.0421,3.0897403749105776,16.91158713919439
PRECOT,1.65,2.59,1.24,0.961,1.26,1.2,1.3,3.097003643669963,68.13567364400214
ASAHISONG,0.678,2.24,0.683,0.244,0.791,0.934,0.645,3.1096600466086666,72.5597583336126
PFS,1.34,3.1,2.25,1.12,1.62,1.67,0.492,3.1175041085752473,201.75438596491227
BTML,0.0,3.09,0.179,0.7,1.06,1.41,-1.12,3.1223149737959472,-9.819635142154814
A2ZINFRA,1.42,1.46,0.694,-0.546,1.44,1.11,2.0,3.1468517710698833,115.32847015114208
MAHASTEEL,1.02,1.15,0.983,0.465,0.683,0.615,0.969,3.152939740349265,90.44309283594542
JAMNAAUTO,0.699,2.92,1.96,0.701,0.768,0.674,-0.312,3.1966905585221914,39.760213145252536
NH,0.866,1.4,0.276,1.15,0.503,0.513,0.74,3.197205937529657,69.72915637265976
JINDALSAW,0.712,5.0,1.86,1.22,1.22,0.877,0.0428,3.1983372578368376,213.36048143340736
SHREECEM,0.981,0.885,0.812,1.1,1.17,1.13,0.499,3.20395358310259,-2.341367123225718
VAKRANGEE,1.79,3.96,2.45,0.938,0.966,0.874,0.251,3.2188842255714065,51.8262313226342
MHLXMIRU,0.0,0.484,0.0481,1.36,1.39,1.12,0.771,3.219175991946704,4.853011340074627
20MICRONS,1.51,2.53,0.67,0.11,1.32,1.61,2.67,3.227977908720834,89.85776486951093
NAM-INDIA,1.36,3.53,1.34,1.54,1.1,1.0,1.05,3.2311323129221483,153.14703798322813
CREDITACC,0.977,1.12,0.47,-1.52,0.235,0.513,0.062,3.244245016564589,54.9338478887639
VENUSREM,0.913,4.16,1.04,0.442,0.732,0.928,2.27,3.276475550416736,169.96480095097405
SHREERAMA,1.62,1.69,1.13,2.31,1.89,1.8,2.65,3.300972355222239,196.9177618468519
SOMATEX,0.0,-0.266,0.474,0.0032,-0.549,-1.03,-0.766,3.301884472490334,8.59503627808626
MAHABANK,0.993,3.39,2.12,0.947,1.62,1.18,0.914,3.301884472490334,167.2397453885718
UCAL,1.32,3.33,1.84,0.917,1.17,0.8,0.858,3.3060452765160613,15.163219772734552
ANGELONE,0.0,2.86,1.51,0.675,2.0,1.57,1.27,3.309623671942758,159.52837348663144
PAYTM,0.0,0.424,0.474,-0.981,0.233,0.0261,0.168,3.3155991831875515,-34.869754532224675
VESUVIUS,0.427,1.26,0.475,-0.322,0.629,0.463,0.0486,3.322052821170765,108.08038877932378
BANKINDIA,1.38,2.7,1.71,1.32,1.95,1.69,1.31,3.3402944702126027,96.97889733588264
MUTHOOTCAP,1.12,1.62,0.552,0.74,0.529,1.1,1.23,3.3591346655875385,13.796236401253722
SUVIDHAA,0.0,1.49,0.38,1.8,1.59,2.08,3.57,3.361349454009415,35.1648315947467
MINDTECK,1.62,5.51,2.59,0.542,1.49,1.46,2.17,3.3672540758488996,85.03902901697536
SUKHJITS,0.0,2.42,0.624,1.22,0.0,0.0,0.0,3.3719891502670194,22.48376965042288
TATACOMM,1.18,2.47,0.898,1.16,1.28,1.41,1.12,3.382058017293116,64.43749146914844
JYOTISTRUC,2.5,1.25,-0.0208,1.16,1.42,1.4,1.45,3.3826687412813397,294.3548631469623
GEECEE,1.17,2.93,1.17,0.423,0.931,1.3,1.33,3.404923971426552,112.94498353466412
NAVINFLUOR,0.666,1.3,1.01,1.06,0.681,0.963,0.966,3.4221080732499702,-25.659480580407028
SAKUMA,0.682,5.0,1.94,0.709,0.548,0.589,1.04,3.4285699753534224,147.94520631459565
JUBLINGREA,0.0,1.61,0.3,1.07,1.1,1.2,0.501,3.437073060099899,34.0515452860119
ZENITHEXPO,2.11,4.18,0.755,-0.0377,-0.083,0.616,1.91,3.4416298402751018,126.46173961974618
KRBL,0.984,1.48,0.458,0.819,0.645,0.463,0.443,3.4699272267721244,-9.092350160901224
SANSERA,0.0,1.52,0.59,0.813,0.845,0.717,1.19,3.4711457955063754,41.59845923955709
PHOENIXLTD,1.04,1.64,0.905,0.703,1.05,0.845,0.736,3.4859654818353305,120.51423392150024
GOLDTECH,0.83,0.051,0.196,2.13,1.52,1.39,3.65,3.4909113103693183,172.86672845281296
DHANUKA,0.968,1.81,0.4,0.979,0.623,0.876,1.32,3.491883810165222,75.9838789870083
UTIAMC,0.0,2.91,1.29,1.27,1.08,1.26,1.13,3.4940821856990905,44.13625414034775
SICALLOG,0.0,2.72,1.48,0.0,0.0,0.0,0.0,3.4998877813179017,120.66765180866092
KANPRPLA,0.0,-0.113,0.525,0.309,0.519,0.62,-0.219,3.528225914992853,23.363359697588212
GANESHHOUC,1.89,3.27,1.41,0.658,0.834,0.638,1.39,3.5324476055456895,178.71241596766163
AXISCADES,2.55,4.8,0.941,0.413,1.32,1.54,2.51,3.5426102440165157,109.34898425115772
MOIL,0.867,3.44,2.3,0.92,1.31,1.08,1.61,3.560400793903589,121.11797268072444
HDFCLIFE,0.889,0.568,0.639,0.708,0.529,0.796,0.787,3.5708428124300395,24.36735954552762
RBL,0.942,2.55,1.56,0.386,0.772,0.469,0.291,3.5774118148888334,13.98554613369471
AIRAN,1.78,2.4,1.5,0.627,0.841,0.695,0.84,3.59167798937048,79.67212864610015
SHRIRAMFIN,0.969,0.831,1.0,0.291,0.873,0.85,0.678,3.5924366710363973,101.0481102602796
ALOKINDS,3.03,2.48,1.43,0.815,1.01,1.48,1.27,3.6101082038161016,130.5220980130559
GODFRYPHLP,0.417,2.4,1.11,0.405,0.678,0.384,0.898,3.610299681628604,84.60816010885256
LT,1.32,1.78,1.2,1.16,1.17,1.26,1.09,3.612356653720533,66.16283021796184
MONARCH,0.0,4.1,1.35,0.302,1.04,0.55,2.11,3.6154665270212023,196.49542320576825
JAYAGROGN,1.54,2.51,1.39,0.961,1.54,1.17,1.69,3.6223929747530184,44.166160292976215
ABFRL,1.34,1.65,1.2,1.01,1.25,1.37,1.26,3.646290874897653,14.717261046544984
BEML,1.2,4.03,1.67,0.868,1.27,1.56,1.82,3.650005330103808,162.79276069440266
SHREEPUSHK,1.39,2.81,1.17,0.343,0.654,1.05,0.721,3.6585400924696185,17.943864018063017
AJANTPHARM,0.478,0.141,0.321,-0.395,0.06,0.371,0.547,3.668513538064662,76.25920367863105
INTLCONV,0.0,4.5,1.89,-0.255,0.757,0.979,1.06,3.673471167205722,65.7036328004513
AUROPHARMA,0.844,1.61,0.956,0.904,0.835,0.903,1.07,3.6767058618416537,116.43009949763324
CARYSIL,0.0,3.09,0.635,0.75,0.976,1.13,1.16,3.680291027365578,71.35636057287279
MFSL,0.649,0.402,0.577,0.547,0.588,0.512,0.54,3.6893178932996937,63.936005099773595
PONNIERODE,0.366,1.91,1.1,-0.188,1.06,0.419,-0.851,3.7059806862284264,-10.326839269732831
LIBAS,0.902,3.72,2.16,1.26,0.827,1.2,0.734,3.712871146896243,87.89238995239496
KIRLOSIND,1.1,2.34,1.0,0.481,0.878,0.728,0.518,3.7590396828310264,60.72480256842693
KCPSUGIND,0.662,2.74,1.81,0.281,1.33,1.03,0.168,3.768499740723817,52.97618281724164
HITECH,1.12,6.22,1.93,0.946,1.43,1.07,1.18,3.781357496338405,77.1246084389976
PVP,1.25,-0.317,0.428,-0.796,1.52,1.19,0.492,3.794031580729846,330.33708852434
DCW,0.939,3.04,1.88,0.912,1.58,0.974,0.212,3.801947930831949,28.728076156083365
MELSTAR,0.0,1.75,0.366,0.608,-0.349,0.177,0.444,3.8095201764787943,142.2222137451172
ELDEHSG,0.0,1.4,1.18,1.14,0.0,0.0,0.805,3.817555488031084,38.144322259116656
LLOYDSENGG,1.78,5.5,2.01,0.91,1.85,1.47,-0.256,3.818179043856534,35.46855612582437
M&M,1.3,1.65,1.16,1.33,0.846,0.913,0.986,3.818489046184092,76.06979271041483
SATIA,0.499,3.41,1.62,1.17,0.573,0.345,0.102,3.823772533191036,10.67789385439924
SHARDACROP,0.547,1.53,0.617,1.09,0.825,0.337,0.096,3.842381903259574,-24.73131714822357
ASHIMASYN,1.54,2.17,1.55,0.817,1.13,1.08,0.876,3.865979457461553,42.90779484666879
ORIENTBELL,0.211,1.44,0.281,0.0389,0.791,0.451,-1.18,3.869424444583952,-30.18725220702635
PRITI,0.0,2.12,0.436,1.73,1.19,0.797,0.396,3.874896339056132,25.981871595264177
AKASH,1.71,1.17,1.09,0.202,1.65,2.73,4.0,3.876997029636117,44.69272969147908
ICICIGI,0.768,0.843,-0.114,0.556,0.463,0.722,0.572,3.954739906640161,58.45536339224346
HUDCO,1.23,4.4,2.67,0.379,1.32,1.81,1.56,3.956759199448808,386.8723623988703
MANGCHEFER,0.87,3.78,0.908,0.169,0.103,-0.314,-0.17,3.9603946738616154,16.835995919473458
INGERRAND,0.781,3.37,1.5,0.273,0.679,0.842,0.852,3.988101021544899,43.6424289387363
KESORAMIND,1.61,1.26,1.13,1.84,1.36,1.22,1.81,4.030825829738503,191.52823550800017
GOKUL,1.67,3.04,1.35,1.08,1.27,0.525,0.862,4.0428080708290866,53.23993404247956
BHARATWIRE,1.01,2.06,2.0,1.81,2.18,1.61,1.18,4.0445409715593375,115.53597378717984
KOTAKBANK,0.89,0.367,0.977,1.07,0.777,0.671,1.06,4.047914858000142,1.981839581951104
ASIANENE,0.0,1.46,0.653,2.06,1.32,0.606,0.901,4.080899820084488,189.88035010324404
ATL,0.0,3.94,1.23,0.0,0.0,0.0,0.0,4.084967269336884,39.84632673958782
OSWALAGRO,1.2,4.15,2.58,0.235,1.18,0.904,1.38,4.115680628967614,65.957439613141
NCC,1.6,5.33,3.07,0.491,0.784,1.12,0.914,4.143595894829331,161.2146546306719
