Company_Name,Return,LTP,NIFTY50
RELCHEMQ,-5.136338617004786,224.4,False
FIVESTAR,-5.110086986929438,758.55,False
ESCORTS,-5.10678608634357,4014.95,False
TATVA,-5.080034998119718,1076.25,False
PLAZACABLE,-5.077904748107255,84.68,False
DCBBANK,-5.077296443897226,133.86,False
BIRLAMONEY,-5.064827652178393,164.76,False
ARVINDFASN,-5.06131971620851,487.7,False
SAKHTISUG,-5.055056316426663,37.94,False
BLUECOAST,-5.0515441314764935,9.21,False
RPPL,-5.031881927234847,70.02,False
JAICORPLTD,-5.00000159777896,362.9,False
RHFL,-5.000001568543303,3.61,False
JSWENERGY,-4.9926367302736185,709.8,False
STEL,-4.982248535938512,428.15,False
GROBTEA,-4.972945117237825,922.0,False
DHAMPURSUG,-4.966520857989842,221.39,False
KANORICHEM,-4.942057349909765,123.87,False
AVADHSUGAR,-4.926820010776907,620.4,False
ACE,-4.919695688926458,1406.0,False
RUCHIRA,-4.894035243291729,136.42,False
HEADSUP,-4.8698566846084494,11.33,False
RBL,-4.8566271643168175,942.3,False
HINDWAREAP,-4.856137018062256,418.3,False
GEECEE,-4.846446005242363,367.15,False
IKIO,-4.845320763070492,301.45,False
ALICON,-4.820595278228324,1216.25,False
IDFC,-4.8197232415463285,115.88,False
BANDHANBNK,-4.809079485712625,197.94,False
JMA,-4.770834989980028,101.6,False
TREJHARA,-4.734960973818733,186.91,False
APOLLOPIPE,-4.7177937384514,606.9,False
AAVAS,-4.703630055640913,1791.0,False
NESCO,-4.7023790236725755,895.75,False
NUVAMA,-4.699097176757123,4743.65,False
GUFICBIO,-4.6735491867329255,341.65,False
KBCGLOBAL,-4.66320811478039,1.84,False
RACE,-4.659417539442616,416.4,False
UPL,-4.658270322702199,545.45,False
HGINFRA,-4.6422937075595705,1738.8,False
FINPIPE,-4.641027928122256,317.45,False
UGARSUGAR,-4.638925492266527,79.76,False
CINEVISTA,-4.631128834058407,17.71,False
SEMAC,-4.614504971693227,583.95,False
INFOBEAN,-4.607710297179449,449.25,False
KPRMILL,-4.6037116355362135,848.45,False
MINDACORP,-4.597122762916641,470.05,False
PRAENG,-4.596704670638554,33.0,False
LAOPALA,-4.5922989320327545,314.75,False
SUVIDHAA,-4.578754546764538,5.21,False
LLOYDSME,-4.542955901051001,695.5,False
MSUMI,-4.499997590717516,72.58,False
KOTARISUG,-4.496787322361465,57.98,False
STEELCAS,-4.478506498247663,638.8,False
XELPMOC,-4.467828356130706,110.76,False
E2E,-4.46219868733916,1817.75,False
SUPREMEIND,-4.426784076099775,5694.3,False
DBL,-4.417258784394875,523.65,False
FINCABLES,-4.414457851035365,1540.6,False
KSCL,-4.40711221204916,967.4,False
WINDLAS,-4.40449314703964,685.85,False
20MICRONS,-4.392609198286573,210.69,False
SAIL,-4.384389093504756,143.28,False
MEDICAMEQ,-4.376181007189256,454.5,False
GAEL,-4.374465205862654,134.22,False
EXIDEIND,-4.342379681884642,546.9,False
MVGJL,-4.325607432943088,220.96,False
SHRIPISTON,-4.31559364443656,1886.35,False
TITAN,-4.315244389275709,3254.45,True
ASALCBR,-4.307782894744239,675.3,False
SANGINITA,-4.307016346535429,17.33,False
MRPL,-4.296665788653802,214.72,False
INDHOTEL,-4.289137974384351,620.35,False
KABRAEXTRU,-4.285014755518253,390.9,False
NORBTEAEXP,-4.2701877783231454,12.33,False
JSWSTEEL,-4.259321577667686,888.55,True
RVHL,-4.230687001412653,43.01,False
IBULHSGFIN,-4.23059291247213,167.29,False
SINTERCOM,-4.223883329932369,128.34,False
SUPERHOUSE,-4.218628198387753,212.74,False
GARFIBRES,-4.205631278042562,3769.7,False
ORBTEXP,-4.20410521506133,172.72,False
MAHICKRA,-4.19642584664481,,False
HINDZINC,-4.169825625473845,632.0,False
WINDMACHIN,-4.167954218530201,154.74,False
APTUS,-4.161762910730698,325.85,False
MUFTI,-4.1592082256508816,160.61,False
PRITI,-4.153686484430912,138.45,False
GRINFRA,-4.147273464409136,1677.95,False
TMB,-4.141087171363683,460.65,False
SUULD,-4.118616028499622,5.82,False
JAYBARMARU,-4.091400586482135,106.19,False
SURYAROSNI,-4.064503081238954,588.9,False
INTELLECT,-4.061912550935155,1022.7,False
LAXMIMACH,-4.053084111343361,15641.65,False
JIOFIN,-4.052340973448462,340.95,False
MUNJALSHOW,-4.050390556584941,155.4,False
AKZOINDIA,-4.028852981993734,2814.45,False
HIMATSEIDE,-4.02602243382493,134.21,False
THERMAX,-4.019238811424965,4978.0,False
ELECON,-4.009125231789653,630.9,False
RML,-4.005662955913598,847.15,False
NRBBEARING,-4.004133580780635,324.85,False
ANTGRAPHIC,-3.9999961853027344,1.44,False
ASHOKLEY,-3.9950087314180744,230.7,False
