Company_Name,Return,LTP,NIFTY50
BANARISUG,13.512829365553008,3113.6,False
HPAL,13.5511860363876,101.81,False
ROML,13.61364017833363,49.99,False
TATACOMM,13.65666977530669,1831.35,False
KTKBANK,13.724812125691033,231.43,False
PGHH,13.764648517781689,17298.2,False
VINATIORGA,13.77720515882928,2060.05,False
GNFC,13.866698216893278,669.65,False
ARSSINFRA,13.962265547771011,21.14,False
KSHITIJPOL,13.986007130416027,8.15,False
PNBHOUSING,14.109394893925511,781.25,False
SAGCEM,14.205511338877692,233.95,False
HINDOILEXP,14.20994859768049,262.74,False
DCAL,14.266400929187045,169.0,False
REDINGTON,14.354092202090932,210.24,False
MUNJALSHOW,14.385713849748884,160.14,False
NATHBIOGEN,14.447576948022622,243.43,False
OBCL,14.582484867460632,56.26,False
MASFIN,14.626925623916096,290.35,False
HIMATSEIDE,14.713136390551329,134.96,False
BANG,14.76190657842727,48.2,False
SCHAND,14.765667678925864,232.63,False
MVGJL,14.87239120731221,247.55,False
LTIM,14.97848509602101,5597.9,True
BEARDSELL,15.19230047391499,35.94,False
ASTRAL,15.222575516693162,2174.25,False
FLUOROCHEM,15.24369870988539,3157.85,False
GSLSU,15.31823941775549,216.51,False
ABCAPITAL,15.3418110314982,217.65,False
ACCURACY,15.399064808126989,12.29,False
GOLDTECH,15.412416142950104,124.53,False
SILLYMONKS,15.43955685795556,21.01,False
RUSTOMJEE,15.442092154420925,695.25,False
ASPINWALL,15.460117706735684,282.3,False
RANEENGINE,15.579451131159171,392.45,False
GINNIFILA,15.583476430136493,32.19,False
LEXUS,15.687256410182403,45.87,False
INTLCONV,15.73878604863608,87.73,False
INNOVACAP,15.75544587115337,626.7,False
BHARATRAS,15.775864422314465,10519.8,False
SUNDRMFAST,15.837115974343185,1413.85,False
TTKPRESTIG,15.851096123826755,910.3,False
CALSOFT,15.890408453473432,16.92,False
RELCAPITAL,15.962449050059757,,False
SHREECEM,16.056839863021132,27484.35,False
LAKPRE,16.161620637590065,5.75,False
ROUTE,16.278757162270008,1728.6,False
GOCLCORP,16.298742603168375,439.9,False
FMGOETZE,16.355514256274827,430.05,False
IVP,16.42001180974947,189.59,False
VISHNU,16.437608352140533,427.85,False
APTUS,16.488305174459473,321.1,False
MANGCHEFER,16.5640027254341,121.11,False
SPENTEX,16.666666666666664,,False
ADL,16.7491593887176,87.27,False
KOHINOOR,16.804264984014335,43.86,False
GTECJAINX,16.928569248744417,81.85,False
HARIOMPIPE,17.010266251446005,689.6,False
SITINET,17.142858115994215,0.82,False
CLEAN,17.145943150110536,1519.5,False
SONACOMS,17.353289068220924,697.9,False
VINNY,17.39130825386451,4.05,False
JINDWORLD,17.728130737456873,371.55,False
ORIENTELEC,17.731109542910893,271.9,False
TTKHLTCARE,17.88076780135334,1470.15,False
ATFL,17.949347167271952,964.0,False
AXITA,18.0012589224342,23.32,False
DICIND,18.077976450954147,537.55,False
LOVABLE,18.10131239586424,148.04,False
KOKUYOCMLN,18.185297771866395,154.35,False
GREENLAM,18.325886572635827,556.25,False
NH,18.33373471346108,1242.8,False
NCLIND,18.382272825253143,229.78,False
KITEX,18.51987741530508,225.01,False
RAYMOND,18.530717496409085,2086.2,False
SEYAIND,18.539321026767887,31.65,False
SHEMAROO,18.54626309222616,161.46,False
EMMBI,18.56659690851073,105.05,False
SKMEGGPROD,18.911738183618883,268.8,False
